Sequence Name	Name	Type	Minimum	Maximum	Length	Direction
ESC_JB6292AA_AS_NODE_75_length_21343_cov_15.617838	gene	gene	17857	19053	1197	reverse
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	formate dehydrogenase accessory protein FdhD CDS	CDS	17849	18682	834	forward
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	gene	gene	17849	18682	834	forward
ESC_JB6292AA_AS_NODE_40_length_38839_cov_13.886338	trpA CDS	CDS	17846	18652	807	forward
ESC_JB6292AA_AS_NODE_40_length_38839_cov_13.886338	trpA gene	gene	17846	18652	807	forward
ESC_JB6292AA_AS_NODE_13_length_74067_cov_14.134919	membrane protein CDS	CDS	17841	18251	411	forward
ESC_JB6292AA_AS_NODE_13_length_74067_cov_14.134919	gene	gene	17841	18251	411	forward
ESC_JB6292AA_AS_NODE_25_length_55606_cov_14.594103	rpmG CDS	CDS	17840	18007	168	reverse
ESC_JB6292AA_AS_NODE_25_length_55606_cov_14.594103	rpmG gene	gene	17840	18007	168	reverse
ESC_JB6292AA_AS_NODE_45_length_36425_cov_14.723875	sapD CDS	CDS	17817	18809	993	reverse
ESC_JB6292AA_AS_NODE_45_length_36425_cov_14.723875	sapD gene	gene	17817	18809	993	reverse
ESC_JB6292AA_AS_NODE_29_length_53824_cov_14.531794	glycine--tRNA ligase subunit alpha CDS	CDS	17804	18715	912	forward
ESC_JB6292AA_AS_NODE_29_length_53824_cov_14.531794	gene	gene	17804	18715	912	forward
ESC_JB6292AA_AS_NODE_28_length_55270_cov_15.824156	molecular chaperone Hsp33 CDS	CDS	17799	18677	879	forward
ESC_JB6292AA_AS_NODE_28_length_55270_cov_15.824156	gene	gene	17799	18677	879	forward
ESC_JB6292AA_AS_NODE_77_length_20557_cov_15.367991	nuoA CDS	CDS	17796	18239	444	reverse
ESC_JB6292AA_AS_NODE_77_length_20557_cov_15.367991	nuoA gene	gene	17796	18239	444	reverse
ESC_JB6292AA_AS_NODE_54_length_33128_cov_14.343149	autoinducer 2 import system permease LsrC CDS	CDS	17785	18813	1029	reverse
ESC_JB6292AA_AS_NODE_54_length_33128_cov_14.343149	gene	gene	17785	18813	1029	reverse
ESC_JB6292AA_AS_NODE_85_length_18990_cov_13.834031	blue light- and temperature-regulated antirepressor BluF CDS	CDS	17772	18806	1035	reverse
ESC_JB6292AA_AS_NODE_85_length_18990_cov_13.834031	gene	gene	17772	18806	1035	reverse
ESC_JB6292AA_AS_NODE_30_length_50990_cov_15.452124	TIGR00156 family protein CDS	CDS	17754	18146	393	forward
ESC_JB6292AA_AS_NODE_30_length_50990_cov_15.452124	gene	gene	17754	18146	393	forward
ESC_JB6292AA_AS_NODE_21_length_61978_cov_15.681728	penicillin-binding protein activator LpoB CDS	CDS	17749	18390	642	reverse
ESC_JB6292AA_AS_NODE_21_length_61978_cov_15.681728	gene	gene	17749	18390	642	reverse
ESC_JB6292AA_AS_NODE_41_length_38439_cov_14.265344	YchO family inverse autotransporter domain-containing protein CDS	CDS	17741	19171	1431	forward
ESC_JB6292AA_AS_NODE_41_length_38439_cov_14.265344	gene	gene	17741	19171	1431	forward
ESC_JB6292AA_AS_NODE_72_length_23738_cov_13.572209	flagellar filament capping protein FliD CDS	CDS	17706	19112	1407	forward
ESC_JB6292AA_AS_NODE_72_length_23738_cov_13.572209	gene	gene	17706	19112	1407	forward
ESC_JB6292AA_AS_NODE_8_length_87840_cov_17.070257	phage terminase, small subunit, P27 family CDS	CDS	17705	18061	357	reverse
ESC_JB6292AA_AS_NODE_8_length_87840_cov_17.070257	gene	gene	17705	18061	357	reverse
ESC_JB6292AA_AS_NODE_76_length_21226_cov_13.917231	thiol:disulfide interchange protein DsbA CDS	CDS	17705	18331	627	reverse
ESC_JB6292AA_AS_NODE_76_length_21226_cov_13.917231	gene	gene	17705	18331	627	reverse
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	frdA 1 CDS	CDS	17704	19470	1767	forward
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	frdA 1 gene	gene	17704	19470	1767	forward
ESC_JB6292AA_AS_NODE_61_length_27089_cov_15.219651	rpsN CDS	CDS	17704	18009	306	reverse
ESC_JB6292AA_AS_NODE_61_length_27089_cov_15.219651	rpsN gene	gene	17704	18009	306	reverse
ESC_JB6292AA_AS_NODE_16_length_72718_cov_14.972562	rseB CDS	CDS	17635	18591	957	forward
ESC_JB6292AA_AS_NODE_16_length_72718_cov_14.972562	rseB gene	gene	17635	18591	957	forward
ESC_JB6292AA_AS_NODE_22_length_60887_cov_14.973210	hypothetical protein CDS	CDS	17635	18069	435	forward
ESC_JB6292AA_AS_NODE_22_length_60887_cov_14.973210	gene	gene	17635	18069	435	forward
ESC_JB6292AA_AS_NODE_58_length_30966_cov_16.447045	heat-shock protein C CDS	CDS	17632	18171	540	reverse
ESC_JB6292AA_AS_NODE_58_length_30966_cov_16.447045	gene	gene	17632	18171	540	reverse
ESC_JB6292AA_AS_NODE_23_length_60678_cov_14.850410	preT CDS	CDS	17629	18867	1239	reverse
ESC_JB6292AA_AS_NODE_23_length_60678_cov_14.850410	preT gene	gene	17629	18867	1239	reverse
ESC_JB6292AA_AS_NODE_32_length_45872_cov_16.019168	hypothetical protein CDS	CDS	17625	17855	231	forward
ESC_JB6292AA_AS_NODE_32_length_45872_cov_16.019168	gene	gene	17625	17855	231	forward
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	yccA CDS	CDS	17623	18282	660	forward
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	yccA gene	gene	17623	18282	660	forward
ESC_JB6292AA_AS_NODE_11_length_79569_cov_14.674021	anaerobic C4-dicarboxylate transporter DcuC CDS	CDS	17601	18986	1386	reverse
ESC_JB6292AA_AS_NODE_11_length_79569_cov_14.674021	gene	gene	17601	18986	1386	reverse
ESC_JB6292AA_AS_NODE_67_length_25577_cov_15.417747	dhaM CDS	CDS	17563	18981	1419	reverse
ESC_JB6292AA_AS_NODE_67_length_25577_cov_15.417747	dhaM gene	gene	17563	18981	1419	reverse
ESC_JB6292AA_AS_NODE_73_length_23409_cov_13.768398	lysozyme CDS	CDS	17538	18035	498	forward
ESC_JB6292AA_AS_NODE_73_length_23409_cov_13.768398	gene	gene	17538	18035	498	forward
ESC_JB6292AA_AS_NODE_12_length_75211_cov_16.114380	mtgA CDS	CDS	17530	18258	729	forward
ESC_JB6292AA_AS_NODE_12_length_75211_cov_16.114380	mtgA gene	gene	17530	18258	729	forward
ESC_JB6292AA_AS_NODE_74_length_22180_cov_15.110240	rutG CDS	CDS	17527	18855	1329	forward
ESC_JB6292AA_AS_NODE_74_length_22180_cov_15.110240	rutG gene	gene	17527	18855	1329	forward
ESC_JB6292AA_AS_NODE_36_length_42301_cov_15.509791	50S ribosomal protein L34 CDS	CDS	17519	17659	141	reverse
ESC_JB6292AA_AS_NODE_36_length_42301_cov_15.509791	gene	gene	17519	17659	141	reverse
ESC_JB6292AA_AS_NODE_34_length_43898_cov_14.487425	lytic murein transglycosylase CDS	CDS	17515	18594	1080	reverse
ESC_JB6292AA_AS_NODE_34_length_43898_cov_14.487425	gene	gene	17515	18594	1080	reverse
ESC_JB6292AA_AS_NODE_46_length_36001_cov_15.888468	rRNA small subunit methyltransferase G CDS	CDS	17504	18127	624	reverse
ESC_JB6292AA_AS_NODE_46_length_36001_cov_15.888468	gene	gene	17504	18127	624	reverse
ESC_JB6292AA_AS_NODE_26_length_55460_cov_15.812273	bglA 1 CDS	CDS	17491	18915	1425	reverse
ESC_JB6292AA_AS_NODE_26_length_55460_cov_15.812273	bglA 1 gene	gene	17491	18915	1425	reverse
ESC_JB6292AA_AS_NODE_79_length_19976_cov_16.430276	repeat region	repeat_region	17480	18057	578	forward
ESC_JB6292AA_AS_NODE_48_length_35019_cov_14.991748	L-tartrate/succinate antiporter CDS	CDS	17461	18546	1086	reverse
ESC_JB6292AA_AS_NODE_48_length_35019_cov_14.991748	gene	gene	17461	18546	1086	reverse
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	queE CDS	CDS	17456	18127	672	reverse
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	queE gene	gene	17456	18127	672	reverse
ESC_JB6292AA_AS_NODE_81_length_19858_cov_13.819849	bacteriophage replication A family protein CDS	CDS	17417	19639	2223	forward
ESC_JB6292AA_AS_NODE_81_length_19858_cov_13.819849	gene	gene	17417	19639	2223	forward
ESC_JB6292AA_AS_NODE_15_length_73552_cov_15.797121	wecF CDS	CDS	17413	18492	1080	forward
ESC_JB6292AA_AS_NODE_15_length_73552_cov_15.797121	wecF gene	gene	17413	18492	1080	forward
ESC_JB6292AA_AS_NODE_29_length_53824_cov_14.531794	membrane protein CDS	CDS	17410	17709	300	forward
ESC_JB6292AA_AS_NODE_29_length_53824_cov_14.531794	gene	gene	17410	17709	300	forward
ESC_JB6292AA_AS_NODE_22_length_60887_cov_14.973210	cytoplasmic protein (plasmid) CDS	CDS	17400	17621	222	forward
ESC_JB6292AA_AS_NODE_22_length_60887_cov_14.973210	gene	gene	17400	17621	222	forward
ESC_JB6292AA_AS_NODE_56_length_32720_cov_14.684335	cusC 1 CDS	CDS	17396	18781	1386	reverse
ESC_JB6292AA_AS_NODE_56_length_32720_cov_14.684335	cusC 1 gene	gene	17396	18781	1386	reverse
ESC_JB6292AA_AS_NODE_86_length_18499_cov_13.331230	celA CDS	CDS	17393	17713	321	reverse
ESC_JB6292AA_AS_NODE_86_length_18499_cov_13.331230	celA gene	gene	17393	17713	321	reverse
ESC_JB6292AA_AS_NODE_49_length_35001_cov_14.109770	tpx CDS	CDS	17385	17891	507	forward
ESC_JB6292AA_AS_NODE_49_length_35001_cov_14.109770	tpx gene	gene	17385	17891	507	forward
ESC_JB6292AA_AS_NODE_28_length_55270_cov_15.824156	hslR CDS	CDS	17373	17774	402	forward
ESC_JB6292AA_AS_NODE_28_length_55270_cov_15.824156	hslR gene	gene	17373	17774	402	forward
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	sdhD CDS	CDS	17357	17704	348	forward
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	sdhD gene	gene	17357	17704	348	forward
ESC_JB6292AA_AS_NODE_53_length_33763_cov_16.766764	ftsK CDS	CDS	17347	21375	4029	forward
ESC_JB6292AA_AS_NODE_53_length_33763_cov_16.766764	ftsK gene	gene	17347	21375	4029	forward
ESC_JB6292AA_AS_NODE_27_length_55345_cov_15.758538	rdgC CDS	CDS	17345	18322	978	reverse
ESC_JB6292AA_AS_NODE_27_length_55345_cov_15.758538	rdgC gene	gene	17345	18322	978	reverse
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	tRNA-Ser	tRNA	17329	17416	88	forward
ESC_JB6292AA_AS_NODE_4_length_105548_cov_14.844644	gene	gene	17329	17416	88	forward
ESC_JB6292AA_AS_NODE_68_length_25307_cov_12.833135	sseA CDS	CDS	17303	18610	1308	forward
ESC_JB6292AA_AS_NODE_68_length_25307_cov_12.833135	sseA gene	gene	17303	18610	1308	forward
ESC_JB6292AA_AS_NODE_18_length_70251_cov_15.766426	orn CDS	CDS	17286	17831	546	forward
ESC_JB6292AA_AS_NODE_18_length_70251_cov_15.766426	orn gene	gene	17286	17831	546	forward
ESC_JB6292AA_AS_NODE_24_length_57015_cov_17.132487	putrescine transport ATP-binding protein PotG CDS	CDS	17282	18415	1134	forward
ESC_JB6292AA_AS_NODE_24_length_57015_cov_17.132487	gene	gene	17282	18415	1134	forward
ESC_JB6292AA_AS_NODE_61_length_27089_cov_15.219651	rpsH CDS	CDS	17278	17670	393	reverse
ESC_JB6292AA_AS_NODE_61_length_27089_cov_15.219651	rpsH gene	gene	17278	17670	393	reverse
ESC_JB6292AA_AS_NODE_73_length_23409_cov_13.768398	holin CDS	CDS	17257	17538	282	forward
ESC_JB6292AA_AS_NODE_73_length_23409_cov_13.768398	gene	gene	17257	17538	282	forward
ESC_JB6292AA_AS_NODE_57_length_32604_cov_14.591319	VMA domain protein CDS	CDS	17243	17902	660	forward
ESC_JB6292AA_AS_NODE_57_length_32604_cov_14.591319	gene	gene	17243	17902	660	forward
ESC_JB6292AA_AS_NODE_41_length_38439_cov_14.265344	protein ychN CDS	CDS	17238	17591	354	reverse
ESC_JB6292AA_AS_NODE_41_length_38439_cov_14.265344	gene	gene	17238	17591	354	reverse
ESC_JB6292AA_AS_NODE_88_length_18196_cov_15.574487	yhhY CDS	CDS	17223	17711	489	forward
ESC_JB6292AA_AS_NODE_88_length_18196_cov_15.574487	yhhY gene	gene	17223	17711	489	forward
ESC_JB6292AA_AS_NODE_81_length_19858_cov_13.819849	DksA/TraR C4-type CDS	CDS	17194	17415	222	forward
ESC_JB6292AA_AS_NODE_81_length_19858_cov_13.819849	gene	gene	17194	17415	222	forward
ESC_JB6292AA_AS_NODE_50_length_34878_cov_15.232256	eutT CDS	CDS	17163	17972	810	reverse
ESC_JB6292AA_AS_NODE_50_length_34878_cov_15.232256	eutT gene	gene	17163	17972	810	reverse
ESC_JB6292AA_AS_NODE_36_length_42301_cov_15.509791	rnpA CDS	CDS	17143	17469	327	reverse
ESC_JB6292AA_AS_NODE_36_length_42301_cov_15.509791	rnpA gene	gene	17143	17469	327	reverse
ESC_JB6292AA_AS_NODE_77_length_20557_cov_15.367991	nuoB CDS	CDS	17118	17780	663	reverse
ESC_JB6292AA_AS_NODE_77_length_20557_cov_15.367991	nuoB gene	gene	17118	17780	663	reverse
ESC_JB6292AA_AS_NODE_44_length_37406_cov_15.563923	formate hydrogenlyase subunit 7 CDS	CDS	17102	17860	759	reverse
ESC_JB6292AA_AS_NODE_44_length_37406_cov_15.563923	gene	gene	17102	17860	759	reverse
ESC_JB6292AA_AS_NODE_48_length_35019_cov_14.991748	L-tartrate/succinate antiporter CDS	CDS	17083	17415	333	reverse
ESC_JB6292AA_AS_NODE_48_length_35019_cov_14.991748	gene	gene	17083	17415	333	reverse
ESC_JB6292AA_AS_NODE_47_length_35578_cov_14.602358	ftsX CDS	CDS	17074	18132	1059	reverse
ESC_JB6292AA_AS_NODE_47_length_35578_cov_14.602358	ftsX gene	gene	17074	18132	1059	reverse
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	fdoG 1 CDS	CDS	17068	17655	588	reverse
ESC_JB6292AA_AS_NODE_6_length_99139_cov_15.617916	fdoG 1 gene	gene	17068	17655	588	reverse
ESC_JB6292AA_AS_NODE_37_length_41968_cov_14.281775	deoD CDS	CDS	17054	17773	720	forward
ESC_JB6292AA_AS_NODE_37_length_41968_cov_14.281775	deoD gene	gene	17054	17773	720	forward
ESC_JB6292AA_AS_NODE_73_length_23409_cov_13.768398	phage Tail protein X family protein CDS	CDS	17050	17253	204	forward
ESC_JB6292AA_AS_NODE_73_length_23409_cov_13.768398	gene	gene	17050	17253	204	forward
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	yejF CDS	CDS	17029	18618	1590	forward
ESC_JB6292AA_AS_NODE_1_length_121762_cov_15.158793	yejF gene	gene	17029	18618	1590	forward
ESC_JB6292AA_AS_NODE_35_length_42780_cov_15.169405	2-hydroxy-6-oxononadienedioate/2-hydroxy-6- oxononatrienedioate hydrolase CDS	CDS	17025	17891	867	reverse
ESC_JB6292AA_AS_NODE_35_length_42780_cov_15.169405	gene	gene	17025	17891	867	reverse
ESC_JB6292AA_AS_NODE_56_length_32720_cov_14.684335	copper ABC transporter substrate-binding protein CDS	CDS	17014	17367	354	reverse
ESC_JB6292AA_AS_NODE_56_length_32720_cov_14.684335	gene	gene	17014	17367	354	reverse
ESC_JB6292AA_AS_NODE_74_length_22180_cov_15.110240	rutF CDS	CDS	17012	17506	495	forward
ESC_JB6292AA_AS_NODE_74_length_22180_cov_15.110240	rutF gene	gene	17012	17506	495	forward
ESC_JB6292AA_AS_NODE_20_length_67197_cov_15.474999	hemL CDS	CDS	17009	18289	1281	reverse
ESC_JB6292AA_AS_NODE_20_length_67197_cov_15.474999	hemL gene	gene	17009	18289	1281	reverse
ESC_JB6292AA_AS_NODE_45_length_36425_cov_14.723875	sapF CDS	CDS	17009	17815	807	reverse
ESC_JB6292AA_AS_NODE_45_length_36425_cov_14.723875	sapF gene	gene	17009	17815	807	reverse
ESC_JB6292AA_AS_NODE_16_length_72718_cov_14.972562	rseA CDS	CDS	16985	17635	651	forward
ESC_JB6292AA_AS_NODE_16_length_72718_cov_14.972562	rseA gene	gene	16985	17635	651	forward
ESC_JB6292AA_AS_NODE_81_length_19858_cov_13.819849	corresponds to from Accession AL513382: Salmonella typhi CT18 CDS	CDS	16967	17194	228	forward
ESC_JB6292AA_AS_NODE_81_length_19858_cov_13.819849	gene	gene	16967	17194	228	forward
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	sdhC CDS	CDS	16959	17363	405	forward
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	sdhC gene	gene	16959	17363	405	forward
ESC_JB6292AA_AS_NODE_13_length_74067_cov_14.134919	DNAse CDS	CDS	16947	17708	762	reverse
ESC_JB6292AA_AS_NODE_13_length_74067_cov_14.134919	gene	gene	16947	17708	762	reverse
ESC_JB6292AA_AS_NODE_21_length_61978_cov_15.681728	thiK CDS	CDS	16944	17768	825	reverse
ESC_JB6292AA_AS_NODE_21_length_61978_cov_15.681728	thiK gene	gene	16944	17768	825	reverse
ESC_JB6292AA_AS_NODE_30_length_50990_cov_15.452124	qseB CDS	CDS	16943	17602	660	reverse
ESC_JB6292AA_AS_NODE_30_length_50990_cov_15.452124	qseB gene	gene	16943	17602	660	reverse
ESC_JB6292AA_AS_NODE_25_length_55606_cov_14.594103	mutM CDS	CDS	16933	17742	810	reverse
ESC_JB6292AA_AS_NODE_25_length_55606_cov_14.594103	mutM gene	gene	16933	17742	810	reverse
ESC_JB6292AA_AS_NODE_38_length_40807_cov_14.032909	thiosulfate transporter subunit CDS	CDS	16929	17945	1017	forward
ESC_JB6292AA_AS_NODE_38_length_40807_cov_14.032909	gene	gene	16929	17945	1017	forward
ESC_JB6292AA_AS_NODE_7_length_88349_cov_14.501768	RNase D, processes tRNA precursor CDS	CDS	16898	18013	1116	reverse
ESC_JB6292AA_AS_NODE_7_length_88349_cov_14.501768	gene	gene	16898	18013	1116	reverse
ESC_JB6292AA_AS_NODE_43_length_37833_cov_15.613592	fbp CDS	CDS	16895	17893	999	reverse
ESC_JB6292AA_AS_NODE_43_length_37833_cov_15.613592	fbp gene	gene	16895	17893	999	reverse
ESC_JB6292AA_AS_NODE_11_length_79569_cov_14.674021	transcriptional regulator CDS	CDS	16880	17560	681	forward
ESC_JB6292AA_AS_NODE_11_length_79569_cov_14.674021	gene	gene	16880	17560	681	forward
ESC_JB6292AA_AS_NODE_12_length_75211_cov_16.114380	glutamine amidotransferase CDS	CDS	16880	17533	654	forward
ESC_JB6292AA_AS_NODE_12_length_75211_cov_16.114380	gene	gene	16880	17533	654	forward
ESC_JB6292AA_AS_NODE_27_length_55345_cov_15.758538	hypothetical protein CDS	CDS	16865	16984	120	reverse
ESC_JB6292AA_AS_NODE_27_length_55345_cov_15.758538	gene	gene	16865	16984	120	reverse
ESC_JB6292AA_AS_NODE_26_length_55460_cov_15.812273	hycI CDS	CDS	16863	17333	471	forward
ESC_JB6292AA_AS_NODE_26_length_55460_cov_15.812273	hycI gene	gene	16863	17333	471	forward
ESC_JB6292AA_AS_NODE_5_length_101805_cov_14.888569	repeat region	repeat_region	16844	17116	273	forward
ESC_JB6292AA_AS_NODE_82_length_19848_cov_14.491257	zinc-type alcohol dehydrogenase-like protein CDS	CDS	16842	18122	1281	reverse
ESC_JB6292AA_AS_NODE_82_length_19848_cov_14.491257	gene	gene	16842	18122	1281	reverse
ESC_JB6292AA_AS_NODE_66_length_25727_cov_13.559356	ypdF CDS	CDS	16837	17922	1086	reverse
ESC_JB6292AA_AS_NODE_66_length_25727_cov_13.559356	ypdF gene	gene	16837	17922	1086	reverse
ESC_JB6292AA_AS_NODE_85_length_18990_cov_13.834031	helix-turn-helix-type transcriptional regulator CDS	CDS	16836	17567	732	reverse
ESC_JB6292AA_AS_NODE_85_length_18990_cov_13.834031	gene	gene	16836	17567	732	reverse
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	oxidoreductase subunit CDS	CDS	16804	18906	2103	forward
ESC_JB6292AA_AS_NODE_2_length_110952_cov_14.743876	gene	gene	16804	18906	2103	forward
ESC_JB6292AA_AS_NODE_42_length_38175_cov_13.113044	hisC CDS	CDS	16802	17872	1071	reverse
ESC_JB6292AA_AS_NODE_42_length_38175_cov_13.113044	hisC gene	gene	16802	17872	1071	reverse
ESC_JB6292AA_AS_NODE_54_length_33128_cov_14.343149	lsrD CDS	CDS	16793	17785	993	reverse
ESC_JB6292AA_AS_NODE_54_length_33128_cov_14.343149	lsrD gene	gene	16793	17785	993	reverse
ESC_JB6292AA_AS_NODE_51_length_34514_cov_13.485943	methyl-accepting chemotaxis protein CDS	CDS	16785	17864	1080	reverse
ESC_JB6292AA_AS_NODE_51_length_34514_cov_13.485943	gene	gene	16785	17864	1080	reverse
ESC_JB6292AA_AS_NODE_62_length_26880_cov_15.849520	nrfE CDS	CDS	16750	18372	1623	reverse
ESC_JB6292AA_AS_NODE_62_length_26880_cov_15.849520	nrfE gene	gene	16750	18372	1623	reverse
ESC_JB6292AA_AS_NODE_71_length_23925_cov_15.001554	TonB-dependent receptor CDS	CDS	16744	18846	2103	reverse
ESC_JB6292AA_AS_NODE_71_length_23925_cov_15.001554	gene	gene	16744	18846	2103	reverse
ESC_JB6292AA_AS_NODE_61_length_27089_cov_15.219651	rplF CDS	CDS	16732	17265	534	reverse
ESC_JB6292AA_AS_NODE_61_length_27089_cov_15.219651	rplF gene	gene	16732	17265	534	reverse
ESC_JB6292AA_AS_NODE_92_length_17046_cov_14.417617	uspC CDS	CDS	16723	16935	213	forward
ESC_JB6292AA_AS_NODE_92_length_17046_cov_14.417617	uspC gene	gene	16723	16935	213	forward
ESC_JB6292AA_AS_NODE_53_length_33763_cov_16.766764	lrp CDS	CDS	16718	17212	495	forward
ESC_JB6292AA_AS_NODE_53_length_33763_cov_16.766764	lrp gene	gene	16718	17212	495	forward
ESC_JB6292AA_AS_NODE_22_length_60887_cov_14.973210	DNA methylase CDS	CDS	16716	17399	684	forward
ESC_JB6292AA_AS_NODE_22_length_60887_cov_14.973210	gene	gene	16716	17399	684	forward
ESC_JB6292AA_AS_NODE_31_length_49174_cov_15.336520	acetyl-CoA carboxylase biotin carboxylase subunit CDS	CDS	16699	18048	1350	reverse
ESC_JB6292AA_AS_NODE_31_length_49174_cov_15.336520	gene	gene	16699	18048	1350	reverse
ESC_JB6292AA_AS_NODE_44_length_37406_cov_15.563923	hyfJ CDS	CDS	16696	17109	414	reverse
ESC_JB6292AA_AS_NODE_44_length_37406_cov_15.563923	hyfJ gene	gene	16696	17109	414	reverse
ESC_JB6292AA_AS_NODE_28_length_55270_cov_15.824156	GMP/IMP nucleotidase CDS	CDS	16694	17362	669	forward
ESC_JB6292AA_AS_NODE_28_length_55270_cov_15.824156	gene	gene	16694	17362	669	forward
ESC_JB6292AA_AS_NODE_60_length_27562_cov_13.838028	maltoporin CDS	CDS	16676	18016	1341	reverse
ESC_JB6292AA_AS_NODE_60_length_27562_cov_13.838028	gene	gene	16676	18016	1341	reverse
ESC_JB6292AA_AS_NODE_40_length_38839_cov_13.886338	trpB CDS	CDS	16653	17846	1194	forward
ESC_JB6292AA_AS_NODE_40_length_38839_cov_13.886338	trpB gene	gene	16653	17846	1194	forward
ESC_JB6292AA_AS_NODE_65_length_25855_cov_15.813646	2,3-dihydroxybenzoate-AMP ligase CDS	CDS	16652	18262	1611	forward
ESC_JB6292AA_AS_NODE_65_length_25855_cov_15.813646	gene	gene	16652	18262	1611	forward
ESC_JB6292AA_AS_NODE_63_length_26480_cov_14.725124	peptide ABC transporter substrate-binding protein CDS	CDS	16611	18161	1551	reverse
ESC_JB6292AA_AS_NODE_63_length_26480_cov_14.725124	gene	gene	16611	18161	1551	reverse
ESC_JB6292AA_AS_NODE_55_length_33117_cov_14.397751	virD4 CDS	CDS	16601	18463	1863	reverse
ESC_JB6292AA_AS_NODE_55_length_33117_cov_14.397751	virD4 gene	gene	16601	18463	1863	reverse
ESC_JB6292AA_AS_NODE_32_length_45872_cov_16.019168	iciA CDS	CDS	16590	17483	894	reverse
ESC_JB6292AA_AS_NODE_32_length_45872_cov_16.019168	iciA gene	gene	16590	17483	894	reverse
ESC_JB6292AA_AS_NODE_45_length_36425_cov_14.723875	hypothetical protein CDS	CDS	16588	16938	351	reverse
ESC_JB6292AA_AS_NODE_45_length_36425_cov_14.723875	gene	gene	16588	16938	351	reverse
ESC_JB6292AA_AS_NODE_68_length_25307_cov_12.833135	ABC transporter ATPase CDS	CDS	16583	17236	654	forward
ESC_JB6292AA_AS_NODE_68_length_25307_cov_12.833135	gene	gene	16583	17236	654	forward
ESC_JB6292AA_AS_NODE_64_length_26119_cov_14.308500	hypothetical protein CDS	CDS	16561	17784	1224	reverse
ESC_JB6292AA_AS_NODE_64_length_26119_cov_14.308500	gene	gene	16561	17784	1224	reverse
ESC_JB6292AA_AS_NODE_81_length_19858_cov_13.819849	phage protein CDS	CDS	16561	16899	339	forward
ESC_JB6292AA_AS_NODE_81_length_19858_cov_13.819849	gene	gene	16561	16899	339	forward
ESC_JB6292AA_AS_NODE_73_length_23409_cov_13.768398	head completion/stabilization protein CDS	CDS	16541	17050	510	forward
ESC_JB6292AA_AS_NODE_73_length_23409_cov_13.768398	gene	gene	16541	17050	510	forward
ESC_JB6292AA_AS_NODE_89_length_17374_cov_13.308316	alpha amylase CDS	CDS	16528	17124	597	reverse
ESC_JB6292AA_AS_NODE_89_length_17374_cov_13.308316	gene	gene	16528	17124	597	reverse
ESC_JB6292AA_AS_NODE_46_length_36001_cov_15.888468	atpI CDS	CDS	16507	16887	381	reverse
ESC_JB6292AA_AS_NODE_46_length_36001_cov_15.888468	atpI gene	gene	16507	16887	381	reverse
ESC_JB6292AA_AS_NODE_90_length_17136_cov_14.526180	helix-turn-helix transcriptional regulator CDS	CDS	16487	17041	555	forward
ESC_JB6292AA_AS_NODE_90_length_17136_cov_14.526180	gene	gene	16487	17041	555	forward
ESC_JB6292AA_AS_NODE_41_length_38439_cov_14.265344	cation transport regulator CDS	CDS	16478	17194	717	forward
ESC_JB6292AA_AS_NODE_41_length_38439_cov_14.265344	gene	gene	16478	17194	717	forward
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	hypothetical protein CDS	CDS	16471	16578	108	reverse
ESC_JB6292AA_AS_NODE_9_length_85305_cov_14.960815	gene	gene	16471	16578	108	reverse
ESC_JB6292AA_AS_NODE_69_length_25237_cov_13.254359	metalloenzyme CDS	CDS	16465	17808	1344	forward
ESC_JB6292AA_AS_NODE_69_length_25237_cov_13.254359	gene	gene	16465	17808	1344	forward
ESC_JB6292AA_AS_NODE_80_length_19969_cov_13.346196	thrS CDS	CDS	16462	18390	1929	reverse
ESC_JB6292AA_AS_NODE_80_length_19969_cov_13.346196	thrS gene	gene	16462	18390	1929	reverse
ESC_JB6292AA_AS_NODE_26_length_55460_cov_15.812273	formate hydrogenlyase maturation protein HycH CDS	CDS	16460	16870	411	forward
ESC_JB6292AA_AS_NODE_26_length_55460_cov_15.812273	gene	gene	16460	16870	411	forward
ESC_JB6292AA_AS_NODE_25_length_55606_cov_14.594103	coaD CDS	CDS	16415	16894	480	forward
ESC_JB6292AA_AS_NODE_25_length_55606_cov_14.594103	coaD gene	gene	16415	16894	480	forward
ESC_JB6292AA_AS_NODE_27_length_55345_cov_15.758538	hypothetical protein CDS	CDS	16414	16698	285	forward
